1024,4,5,1439.5768902301788,9.922120094299316,22.1942720413208
3125,5,5,2847.565550327301,22.87973690032959,57.3607702255249
1024,4,5,3125.5193922519684,11.188005447387695,21.442605018615723
1024,4,5,3100.7899560928345,11.165605545043945,21.96134090423584
3125,5,5,4975.930839538574,26.891450881958008,61.12314414978027
3125,5,5,5303.054735183716,22.927471160888672,57.38620567321777
7776,6,5,11200.042928934097,48.813374519348145,180.0601987838745
7776,6,5,11291.809405088425,46.3118371963501,180.95550346374512
7776,6,5,11426.740194797516,54.97512149810791,180.08642101287842
16807,7,5,22404.57838320732,72.81326675415039,414.8096923828125
16807,7,5,32232.810432195663,89.38543128967285,414.55198764801025
16807,7,5,60075.148988723755,72.30793571472168,414.58666229248047
32768,8,5,83925.81532526016,137.88132190704346,820.5723361968994
32768,8,5,85345.234342355,125.242342352523434,820.5023983213244
32768,8,5,83925.81532526016,130.9873234342551,820.603424342344
